date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-11-20,200949.0,10469.0,,,0.011241658331218369,-0.0002865603209475595,0.01538698873843612,0.00019104021396503963
2020-11-21,204155.0,10488.0,,,5.388062991354608e-05,0.002097635392829901,0.01181945090739879,0.002288329519450801
2020-11-22,206850.0,10512.0,,,-0.0009668842156151801,0.0020928462709284626,0.01030698573845782,0.0025684931506849314
2020-11-23,208623.0,10531.0,,,-0.0028999678846531782,0.0006647042066280505,0.0033936814253461988,0.0011394929256480866
2020-11-24,211199.0,10551.0,,,0.0023532308391611702,0.0009477774618519572,0.007320110417189475,0.00199033266988911
2020-11-25,214594.0,10604.0,,,0.007605058855326803,-0.0006601282534892493,0.011976103712126155,0.0034892493398717465
2020-11-26,214594.0,10604.0,,,0.031105249913790694,0.004715201810637495,0.02501933884451569,0.004055073557148246
2020-11-27,219252.0,10635.0,,,0.003799281192417857,0.0004701457451810061,0.004547278930180796,0.0015984955336154209
2020-11-28,222469.0,10676.0,,,0.010797009920483304,0.00018733608092918696,0.009313657183697505,0.0008430123641813413
2020-11-29,224964.0,10722.0,,,0.010366103020927792,0.0004663309084126096,0.010481677068330933,-0.00037306472673008767
2020-11-30,226132.0,10748.0,,,0.005806343197778289,0.0004652028284331969,0.010989156775688536,0.0012095273539263118
2020-12-01,229205.0,10778.0,,,0.004576688990205275,0.0010205975134533309,0.003734648022512598,0.0023195398033030246
2020-12-02,234232.0,10824.0,,,0.004004576659038902,0.0040650406504065045,0.003949076129649237,0.0022172949002217295
2020-12-03,240907.0,10874.0,,,-0.0054211791272150665,-0.0006437373551590951,-0.006392508312336296,-0.0004598123965422108
2020-12-04,246398.0,10910.0,,,0.0006655898180991729,0.0010999083409715857,0.000762993206113686,0.001466544454628781
2020-12-05,252017.0,10953.0,,,-0.0013094354745909998,0.0006390943120606227,-0.005059182515465227,0.00036519674974892725
